Administrator,Access Type,Notes,Use Type,lake_id
City,Carry-In,City owned carry-down (over wall) at the northern terminus of Thomsons main street.,Unknown,09000100
DNR,Carry-In,State owned carry-down access is located on the southeast shore; 1/4 mile off of State Highway 23.,Open to Public use,09000300
County,Earthen,Access off County Road; south side of lake,Unknown,09000700
County,Concrete,Parking available for about 12 rigs.,Open to Public use,09000800
County,Earthen,,Open to Public use,09001000
Township,Gravel,Access owned by Blackhoof Township,Open to Public use,09001600
Township,Earthen,TOWNSHIP (ATKINSON) OWNED PUBLIC ACCESS RAMP IS LOCATED ON THE SW SIDE OF THE LAKE.,Open to Public use,09002600
County,Gravel,Located on the southeastern corner of the lake off County Road # 7.,Open to Public use,09002900
DNR,Concrete,State owned concrete ramp on NW side of lake off County Rd 112.,Open to Public use,09003200
County,Concrete,Public access is located on the west side of the lake on the frontage road to I-35 at the Barnum exit.,Open to Public use,09003400
Township,Gravel,Township administered gravel back-in access is located on the north side; off of Hillside Drive via Hill Top View Road via County Road 13,Unknown,09003500
Unknown,Carry-In,Carry down access off of County Road 13 on southwest bay where road passes between Big and Little Hanging Horn Lake.,Unknown,09003500
City,Concrete,Access is loacted on the Moosehorn Rive just downstream of Hanging Horn on the west side of the lake. The access is approximately 2 miles south of Barnum off of Co Rd 138.,Open to Public use,09003800
County,Carry-In,,Open to Public use,09003800
DNR,Concrete,Access by Moosehorn River from Hanging Horn Lake,Open to Public use,09003900
City,Concrete,Limited parking.,Open to Public use,09004100
DNR,Concrete,Concrete strip back-in access located on northeast bay of lake and accessed through state park,Fee/Permit needed,09004400
Unknown,Carry-In,Carry down access off State Highway 61 near outlet.,Unknown,09004500
DNR,Earthen,State easement,Unknown,09004600
DNR,Carry-In,The lake is accessible by a 0.2 mile long footpath from a small parking area at the end of Long Lake Road.,Open to Public use,09004800
DNR,Concrete,,Open to Public use,09005700
Unknown,Gravel,On street parking only. No turnaround. Very limited parking.,Open to Public use,09006001
DNR,Gravel,,Open to Public use,09006002
MnDOT,Gravel,State Highway #73 right-of-way on east end of lake. Thick watershield extended out from public access for approximately 200 feet in 2009.,Open to Public use,09006200
DNR,Concrete,Parking available for at least six rigs.,Open to Public use,09006700
DNR,Gravel,North side of lake off state highway 210,Open to Public use,09006800
Unknown,Other,NONE,Unknown,09013900
DNR,Earthen,Carry down access 2 miles west of Fond du Lac on Hwy. 210.,Open to Public use,09016700
City,Concrete,Available during park's open hours; 15 listed parking spaces.,Open to Public use,10000200
County,Carry-In,Lake is surrounded by county park land.,Unknown,10000500
City,Concrete,City-owned access on south end of lake; 12 listed parking spaces on top of hill and across street.,Open to Public use,10000600
City,Shore,Limited shore access and possible carry-in craft via 1) Greenwood Shores Park (small neighborhood park off Utica Lane; no parking; connected to Lake Ann Park via trail) and 2) channel accessed from Lake Ann,Open to Public use,10000700
County,Concrete,Two ramps within Carver County's Lake Minnewashta Regional Park on east/southeast side of lake. Open during park hours of 5 or 6 a.m.-10 p.m. Daily and seasonal passes available on-site and electronically as of summer 2016. Also a fishing pier on west shore that is part of City of Chanhassen's Roundhouse Park.,Fee/Permit needed,10000900
County,Concrete,Lake Minnewashta Regional Park (East shore) South of swimming beach.,Unknown,10000900
City,Shore,Possible limited shore access from Swiss Mountain open space in northeast corner of lake. Check City of Victoria's online information or contacts related to parks.,Open to Public use,10001000
DNR,Gravel,State owned access on NE shore of lake.,Open to Public use,10001100
City,Asphalt,Boat ramp within City of Chanhassen park; subject to park hours,Open to Public use,10001200
City,Asphalt,City of Chanhassen-owned boat ramp is within Lake Susan Park; fishing pier & shore fishing land adjoining. Subject to city park rules and hours.,Open to Public use,10001300
DNR,Concrete,State-owned access on the SW corner of the lake; 1/4 mile N. or MN Hwy 7 on Smithtown Bay Road.,Open to Public use,10001500
County,Earthen,"On southwest corner of lake off Shady Oak Drive, just east of County Road 11/Victoria Drive 9 listed parking spaces",Open to Public use,10001900
County,Earthen,Within Three Rivers Park District's Carver Park Reserve; open 5 am-10 pm; fee permit required for parking boat trailers; system-wide season passes available.,Fee/Permit needed,10004100
DNR,Concrete,"3.5 mi NE of Waconia on Cnty Rd 30, E on Parley Lake Rd, on SW shore. 2 vehicle parking spaces 4 vehicle/trailer parking spaces",Open to Public use,10004200
DNR,Concrete,STATE-OWNED ACCESS ON NW END OF WEST BASIN (Located within Carver Park Reserve),Open to Public use,10004400
County,Gravel,Three Rivers Park District owns and maintains a public access ramp located in the Carver Park Reserve off of County Road 5 on the southeast shore of the lake. Subject to Three Rivers Park District rules and hours. Fee permit to park vehicles with attached trailer.,Open to Public use,10004500
City,Earthen,Access possible in park on east shore.,Unknown,10004600
City,Carry-In,,Open to Public use,10004700
DNR,Concrete,Public access on north side of lake one and one-half miles SW of Count Road 11 on County Road 43.,Open to Public use,10004800
DNR,Concrete,DNR Parks/Trails-owned access on northwest shore. Listed # of vehicle-trailer parking spaces: 3.,Open to Public use,10005200
DNR,Concrete,"3 mi SW of Victoria, N of CSAH 10, N on Laketown Rd, E on Lakewood Cir, on W shore 3 vehicle parking space(s) 8 vehicle/trailer parking space(s)",Open to Public use,10005300
DNR,Gravel,West shore of lake off Co. Rd. 50,Open to Public use,10005800
DNR,Concrete,"Eastern side of Lake Waconia, off of Laketown Pkwy, intersection of county road 30 and 155",Open to Public use,10005900
City,Concrete,In the City of Waconia near 335 Lakeview Terrace Blvd,Open to Public use,10005900
DNR,Concrete,STATE OWNED PUBLIC ACCESS LOCATED ON NE SHORE,Open to Public use,10008800
DNR,Earthen,STATE OF MINNESOTA PUBLIC ACCESS LOCATED ON QUAAS AVENUE ON NW SIDE OF LAKE (1.5 miles E of Mayer; MN),Open to Public use,10008900
Unknown,Other,No public ramp; but carry-in access from Luce Line Trail exists.,Unknown,10009300
DNR,Gravel,A MN-DNR owned and maintained public access ramp located 1/2 mile east of County Road 10 on north shore of lake.,Open to Public use,10009500
DNR,Concrete,State owned access ramp on the east shore with parking for 12 vehicle/trailer combinations.,Open to Public use,10012100
City,Carry-In,Canoe access in city park,Unknown,10021800
Unknown,Other,,Unknown,10022500
County,Other,North end of lake - county land.,Unknown,11000500
Private Property,Other,Resort on the northeast side ~charge $2.00 per landing~.,Fee/Permit needed,11000600
DNR,Concrete,Dock at access.,Open to Public use,11000900
Unknown,Other,Undesignated public access on NE side of lake.,Unknown,11001000
Unknown,Other,None designated. .65 yards from outlet.,Unknown,11002000
US Forest Service,Carry-In,SW part of lake.,Unknown,11002200
US Forest Service,Carry-In,ENE part of lake - user made.,Unknown,11002200
Unknown,Other,NONE,Unknown,11002300
Unknown,Other,None.,Unknown,11002400
US Forest Service,Concrete,,Open to Public use,11002600
US Forest Service,Carry-In,North side of lake from Highway 65.,Unknown,11002800
US Forest Service,Earthen,,Open to Public use,11002900
Unknown,Carry-In,Can land a small boat at bridge on river west of lake,Unknown,11003000
DNR,Concrete,,Open to Public use,11003700
Unknown,Other,None.,Unknown,11003800
US Forest Service,Other,USFS Road No. 2738,Unknown,11004100
Unknown,Other,Through channel from Lawrence Lake.,Unknown,11004300
DNR,Concrete,,Open to Public use,11004300
DNR,Earthen,Sand boat landing owned by the State of Minnesota on the east side of the lake.,Open to Public use,11004500
DNR,Carry-In,Limited parking at top of hill.,Open to Public use,11004600
Unknown,Other,,Unknown,11004700
Unknown,Other,On SW corner and NW corner of lake from C.A.R. #7.,Unknown,11005000
Unknown,Other,None.,Unknown,11005100
Township,Concrete,,Open to Public use,11005300
County,Earthen,,Open to Public use,11005400
Unknown,Other,None.,Unknown,11005500
DNR,Concrete,,Open to Public use,11005900
Unknown,Other,None.,Unknown,11006100
DNR,Concrete,,Open to Public use,11006200
Unknown,Other,None designated but can get on using township road.,Unknown,11006300
Unknown,Other,None.,Unknown,11006800
DNR,Concrete,,Open to Public use,11006900
Unknown,Other,THERE IS A USFS. ACCESS ON THE WEST SIDE OF THE LAKE OFF OF HWY 6.,Unknown,11007300
Township,Earthen,,Open to Public use,11007700
Unknown,Other,TOWNSHIP OWNED PUBLIC ACCESS SOUTH END OF UPPER MILTON LAKE.,Unknown,11008000
Unknown,Other,TOWNSHIP OWNED PUBLIC ACCESS SOUTH END OF LAKE.,Unknown,11008100
US Forest Service,Other,USFS. ACCESS ON WEST SHORE OF LAKE.,Unknown,11008200
Unknown,Other,NONE,Unknown,11008500
DNR,Concrete,,Open to Public use,11008600
Unknown,Other,NONE,Unknown,11008700
DNR,Concrete,,Open to Public use,11009200
Unknown,Other,TIDD LAKE IS LOCATED 7 MILES NORTH OF REMER MINNESOTA.,Unknown,11009400
DNR,Concrete,,Open to Public use,11010100
County,Other,ACCESS AT SOUTHWEST CORNER OF LAKE.,Unknown,11010200
DNR,Concrete,,Open to Public use,11010500
Unknown,Other,None.,Unknown,11011000
DNR,Concrete,Public access is located on the southeast corner of the lake.,Open to Public use,11011600
DNR,Concrete,,Open to Public use,11012000
US Forest Service,Concrete,,Unknown,11012100
Unknown,Other,NONE,Unknown,11012600
DNR,Concrete,,Open to Public use,11012900
Unknown,Other,Old logging road off forestry road S and E of lake-Federal forest.,Unknown,11013100
DNR,Concrete,,Open to Public use,11014200
DNR,Concrete,,Open to Public use,11014300
US Forest Service,Concrete,At the USFS campground on the east shore of the lake.,Open to Public use,11014600
US Forest Service,Concrete,"Plug Hat Point, double ramp with dock.",Open to Public use,11014700
US Forest Service,Concrete,"Tamarack Point, single ramp with no dock. Access is shallow.",Open to Public use,11014700
US Forest Service,Concrete,"Birches, east side of lake on forest road # 2163",Open to Public use,11014700
US Forest Service,Concrete,"Richards Townsite, south shore by the Big Fish supper club.",Open to Public use,11014700
US Forest Service,Concrete,"West Winnie, north of the Mississippi River inlet. Two ramps - sand ramp at the lake and concrete ramp in the harbor. Both can be shallow.",Open to Public use,11014700
US Forest Service,Concrete,"Third River, on the Third River in the northwest corner of the lake. Single ramp with no dock",Open to Public use,11014700
US Forest Service,Concrete,"Pigeon River, access for small boats only. Access to Winnie may be restricted by sandbars.",Open to Public use,11014700
US Forest Service,Earthen,On unnamed road near the mouth of the Third River. Winter access only. Gated during the summer.,Open to Public use,11014700
County,Earthen,From 48 2 miles east to minimum maintenance road. Access on south shore.,Unknown,11015500
County,Earthen,Cass County land on north end of lake off of County Rd 48.,Unknown,11015600
Unknown,Other,VIA BOY RIVER FROM LAKE INQUADONA,Unknown,11016200
DNR,Concrete,,Open to Public use,11016700
DNR,Concrete,,Open to Public use,11017100
City,Concrete,,Open to Public use,11017400
US Forest Service,Concrete,,Unknown,11017700
County,Other,Two miles N of Longville on Hwy 84; Right on County Road 126 travel 0.5 miles; first right; head east 0.8 miles road Ys; take L road. Launch off road.,Unknown,11018200
US Forest Service,Earthen,SE CORNER OF LAKE,Unknown,11018800
DNR,Concrete,ON WEST SIDE OF LAKE OFF OF COUNTY ROAD 8,Open to Public use,11019000
DNR,Concrete,,Open to Public use,11019900
DNR,Asphalt,,Open to Public use,11020000
DNR,Gravel,,Unknown,11020000
City,Concrete,GIRL LAKE IN LONGVILLE - NAVIGABLE TO WOMAN LAKE,Unknown,11020100
DNR,Concrete,,Unknown,11020100
DNR,Concrete,,Unknown,11020100
Unknown,Other,PUBLIC ACCESS ON WOMAN LAKE ALONG COUNTRY ROAD 5; 7 MI. W OF LONGVILLE.,Open to Public use,11020101
Unknown,Other,WOMAN LAKE AT NE END OF LANTERN BAY,Unknown,11020101
County,Concrete,FORESTRY ACCESS TRAIL ON NORTH END OF LAKE. DEVELOPED CONCRETE BOAT RAMP.,Unknown,11020200
US Forest Service,Concrete,,Open to Public use,11020300
DNR,Concrete,,Open to Public use,11020300
Corps of Engineers,Concrete,,Open to Public use,11020300
DNR,Concrete,,Open to Public use,11020300
DNR,Earthen,,Open to Public use,11020300
DNR,Concrete,,Open to Public use,11020300
City,Concrete,,Open to Public use,11020300
DNR,Asphalt,,Open to Public use,11020300
DNR,Concrete,Battle Point T143 R29 S36,Open to Public use,11020300
Corps of Engineers,Concrete,Leech Lake River (upper south shore) T144 R28 S33,Unknown,11020300
US Forest Service,Concrete,,Open to Public use,11020400
US Forest Service,Carry-In,NW corner of lake; 100 yds. E. of inlet 3; off old woods trail.,Unknown,11020400
Unknown,Other,Access through private property on the east shore of the lake.,Unknown,11021100
DNR,Concrete,Access is actually on north end of Gull Lake at the channel narrows into Upper Gull.,Open to Public use,11021800
DNR,Concrete,Access is gained through channel from Upper Gull Lake.,Open to Public use,11022000
,Channel,Channel at bridge on Co. Rd. 77.,Open to Public use,11022200
DNR,Concrete,Southeast corner of lake; State of Minnesota.,Open to Public use,11022600
Unknown,Other,None.,Unknown,11022900
DNR,Asphalt,,Open to Public use,11023400
Unknown,Channel,There is a boatable channel from Big Portage Lake. Channel depth in August 2001 was about 2 ft.,Unknown,11023700
DNR,Concrete,SOUTH END OF LAKE. SECTION 15 OFF OF COUNTY ROAD 49.,Open to Public use,11024200
County,Earthen,NOT A DESIGNATED PUBLIC ACCESS. LOCATED OFF STATE HWY 87,Unknown,11024600
DNR,Concrete,,Open to Public use,11025000
DNR,Concrete,,Open to Public use,11025700
DNR,Asphalt,,Open to Public use,11025800
Unknown,Channel,Small boat channel from Mann Lake.,Unknown,11026100
County,Earthen,large washout from co road 5 shoulder at top of access driveway.,Unknown,11026300
Unknown,Other,Trail on private property of Nancy Lott.,Unknown,11026600
Unknown,Other,,Unknown,11026800
DNR,Concrete,South end of lake off County Road 46,Unknown,11027300
DNR,Concrete,,Open to Public use,11027400
DNR,Earthen,,Unknown,11027500
Unknown,Other,NONE DEEP PORTAGE RESERVE BORDERS LAKE IN SEC 31 32.,Unknown,11027700
,Asphalt,Dirt Ramp on Little sand off CR 46,Unknown,11027900
,Channel,wide enough for a small boat,Unknown,11028200
DNR,Concrete,,Open to Public use,11028300
US Forest Service,Carry-In,About 0.25 mi portage from parking area to shore,Open to Public use,11028400
Unknown,Other,UP RAT CREEK FROM HUDDLES RESORT ON LEECH LAKE.,Unknown,11028500
US Forest Service,Earthen,CARRY-IN ACCESS FOR SMALLER BOATS ON THE SOUTH END OF THE LAKE OFF OF OLD GRADE ROAD (FOREST ROAD 2312).,Unknown,11028900
US Forest Service,Concrete,,Unknown,11029200
US Forest Service,Earthen,,Open to Public use,11029500
US Forest Service,Concrete,,Open to Public use,11029600
US Forest Service,Carry-In,,Open to Public use,11029600
County,Carry-In,USER DEVELOPED CARRY-IN ACCESS ON SOUTH END OF LAKE,Unknown,11029700
DNR,Concrete,,Open to Public use,11030400
City,Gravel,Off Co.Rd. 77; south of Schaefer Point; on NW side of lake.,Unknown,11030500
DNR,Concrete,,Open to Public use,11030500
Corps of Engineers,Concrete,,Open to Public use,11030500
DNR,Concrete,,Open to Public use,11030500
